CNAM - CCAM version 78 applicable 01/02/2025,,,,,,,,,,
Code,,Texte,Activité,Phase,"Tarif
Secteur 1 / adhérent OPTAM/OPTAM-ACO
(en euro)","Tarif
Hors secteur 1 / hors adhérent OPTAM/OPTAM-ACO
(en euro)",Rembt. ss Cdtions,Accord Préalable,Exo. TM,Regroupement
,,anesthésie,4,0,123.73,123.73,,,1,ADA
,,(GELE001),,,,,,,,
HAMA026,,Pelviglossoplastie,1,0,178.98,156.48,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,136.49,136.49,,,1,ADA
,,(GELE001),,,,,,,,
HADA002,,Hyomandibulopexie,1,0,176.63,155.11,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,122.98,122.98,,,1,ADA
,,(GELE001),,,,,,,,
HAAA002,,Approfondissement du vestibule oral [sillon gingivojugal] par section mucopériostée,1,0,83.60,83.60,,,1,ASC
"[J, K, T]",,(ZZLP025),,,,,,,,
HAAA001,,Approfondissement du vestibule oral [sillon gingivojugal] par section mucopériostée avec greffe cutanée ou muqueuse,1,0,122.36,106.08,,,1,ASC
"[J, K, T]",,(ZZLP025),,,,,,,,
HAAA003,,Approfondissement du plancher de la bouche par section musculaire,1,0,125.40,125.40,,,1,ADC
"[J, K, T]",,(ZZLP025),,,,,,,,
HDAA002,,Véloplastie d'allongement avec lambeau palatin,1,0,255.91,236.21,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,120.30,120.30,,,1,ADA
,,(GELE001),,,,,,,,
HDMA010,,Véloplastie secondaire intravélaire,1,0,255.91,236.21,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,120.30,120.30,,,1,ADA
,,(GELE001),,,,,,,,
,,,,,,,,,,
07.02.06.04,,Destruction et exérèse de lésion de la bouche et de l'oropharynx,,,,,,,,
,,,,,,,,,,
HAND002,,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de moins de 2 cm de grand axe, par voie buccale sans laser",1,0,31.86,22.51,,,1,ATM
,,(ZZLP025),,,,,,,,
HAND004,,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de moins de 2 cm de grand axe, par voie buccale avec laser",1,0,31.99,22.59,,,1,ATM
,,(ZZLP025),,,,,,,,
HAND001,,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de 2 cm à 4 cm de grand axe, par voie buccale sans laser",1,0,45.61,30.49,,,1,ATM
,,(ZZLP025),,,,,,,,
HAND006,,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de 2 cm à 4 cm de grand axe, par voie buccale avec laser",1,0,45.80,30.60,,,1,ATM
,,(ZZLP025),,,,,,,,
HAND003,,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de plus de 4 cm de grand axe, par voie buccale sans laser",1,0,104.50,104.50,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,62.94,62.94,,,1,ADA
,,(GELE001),,,,,,,,
HAND005,,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de plus de 4 cm de grand axe, par voie buccale avec laser",1,0,104.50,104.50,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,62.94,62.94,,,1,ADA
,,(GELE001),,,,,,,,
HAFA015,,"Exérèse de lésion de la muqueuse de la bouche ou de l'oropharynx de moins de 2 cm de grand axe, par abord intrabuccal",1,0,41.99,37.52,,,1,ADC
,,"(ZZHA001, ZZLP025, YYYY614)",,,,,,,,
HAFA032,,"Exérèse de lésion de la muqueuse de la bouche ou de l'oropharynx de 2 cm à 4 cm de grand axe, par abord intrabuccal",1,0,104.50,104.50,,,1,ADC
"[J, K, T]",,"(ZZHA001, ZZLP025, YYYY614)",,,,,,,,
HAFA019,,"Exérèse de lésion de la muqueuse de la bouche ou de l'oropharynx de plus de 4 cm de grand axe, par abord intrabuccal",1,0,167.20,167.20,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,108.63,108.63,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA021,,"Exérèse non transfixiante de lésion infiltrante de la joue, par abord intrabuccal",1,0,125.40,125.40,,,1,ADC
"[A, J, K, T, 3]",,À l'exclusion de : exérèse limitée à la muqueuse jugale,,,,,,,,
,,anesthésie,4,0,96.99,96.99,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA022,,"Exérèse transfixiante de lésion de la joue, par abord facial",1,0,125.40,125.40,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,130.01,130.01,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA034,,"Exérèse de kyste du plancher de la bouche, par abord intrabuccal",1,0,116.56,85.16,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,67.82,67.82,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA009,,"Exérèse de kyste du plancher de la bouche, par abord intrabuccal et par abord facial",1,0,178.10,173.52,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,82.36,82.36,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
,,,,,,,,,,
07.02.06.05,,Uvulectomie,,,,,,,,
,,Coder éventuellement : curage lymphonodal cervical (cf 05.02.02.02),,,,,,,,
,,,,,,,,,,
HDFA020,,Uvulectomie,1,0,167.20,167.20,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,70.73,70.73,,,1,ADA
,,(GELE001),,,,,,,,
HDFA022,,Uvulovélectomie,1,0,167.20,167.20,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,78.61,78.61,,,1,ADA
,,(GELE001),,,,,,,,
HDFA021,,Uvulovélectomie avec palatectomie partielle,1,0,250.80,250.80,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,118.47,118.47,,,1,ADA
,,(GELE001),,,,,,,,
,,,,,,,,,,
07.02.06.06,,Glossectomie et pelvectomie orale,,,,,,,,
,,"Coder éventuellement :
- réparation immédiate de la perte de substance par autogreffe ou lambeau (cf 16.03.08, 16.03.10)
- curage lymphonodal cervical (cf 05.02.02.02)",,,,,,,,
,,,,,,,,,,
HAFA023,,"Glossectomie partielle de langue mobile, par abord intrabuccal",1,0,118.54,112.64,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,103.09,103.09,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA001,,"Glossectomie partielle de base, par cervicotomie",1,0,332.84,263.27,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,156.28,156.28,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA005,,"Exérèse partielle de la base de la langue et/ou du sillon amygdaloglosse, par abord intrabuccal",1,0,197.04,184.51,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,125.14,125.14,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA013,,"Glossectomie totale de langue mobile, par abord intrabuccal",1,0,216.66,195.89,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,anesthésie,4,0,140.52,140.52,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA003,,"Glossectomie totale de langue mobile, par abord cervicofacial",1,0,347.76,271.92,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,anesthésie,4,0,147.65,147.65,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA012,,Glossectomie totale de base,1,0,481.99,349.78,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,anesthésie,4,0,208.82,208.82,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA029,,Glossectomie totale de base de langue et de langue mobile,1,0,540.08,383.47,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,anesthésie,4,0,228.33,228.33,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA016,,Glossectomie totale avec pharyngolaryngectomie totale,1,0,751.25,699.07,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,anesthésie,4,0,395.04,395.04,,,1,ADA
,,"(GELE001, HEMA010, ZZHA001)",,,,,,,,
HAFA007,,"Pelvectomie orale partielle, par abord intrabuccal",1,0,197.04,184.51,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,anesthésie,4,0,125.14,125.14,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA006,,"Pelviglossectomie de langue mobile, par abord intrabuccal",1,0,239.43,209.09,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 3]",,anesthésie,4,0,150.28,150.28,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA027,,"Pelviglossectomie de langue mobile, par abord cervicofacial",1,0,398.78,301.52,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,anesthésie,4,0,194.94,194.94,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA033,,"Pelvimandibulectomie non interruptrice, par abord intrabuccal",1,0,316.36,275.66,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 3]",,Facturation : ne peut pas être facturé avec Appareillage de contention ou de réduction pré et postopératoire pour résection ou greffe du maxillaire ou de la mandibule (YYYY059),,,,,,,,
,,anesthésie,4,0,204.26,204.26,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA024,,"Pelvimandibulectomie non interruptrice, par abord cervicofacial",1,0,484.35,373.09,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 3]",,Facturation : ne peut pas être facturé avec Appareillage de contention ou de réduction pré et postopératoire pour résection ou greffe du maxillaire ou de la mandibule (YYYY059),,,,,,,,
,,anesthésie,4,0,197.14,197.14,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA004,,"Pelvimandibulectomie interruptrice, par abord cervicofacial",1,0,569.13,470.54,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,Facturation : ne peut pas être facturé avec Appareillage de contention ou de réduction pré et postopératoire pour résection ou greffe du maxillaire ou de la mandibule (YYYY059),,,,,,,,
,,anesthésie,4,0,214.57,214.57,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA002,,"Pelvi-glosso-mandibulectomie non interruptrice, par abord intrabuccal",1,0,345.40,292.50,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,Facturation : ne peut pas être facturé avec Appareillage de contention ou de réduction pré et postopératoire pour résection ou greffe du maxillaire ou de la mandibule (YYYY059),,,,,,,,
,,anesthésie,4,0,207.64,207.64,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA026,,"Pelvi-glosso-mandibulectomie non interruptrice, par abord cervicofacial",1,0,484.35,373.09,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 3]",,Facturation : ne peut pas être facturé avec Appareillage de contention ou de réduction pré et postopératoire pour résection ou greffe du maxillaire ou de la mandibule (YYYY059),,,,,,,,
,,anesthésie,4,0,208.77,208.77,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
HAFA017,,"Pelvi-glosso-mandibulectomie interruptrice, par abord cervicofacial",1,0,598.17,487.39,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,Facturation : ne peut pas être facturé avec Appareillage de contention ou de réduction pré et postopératoire pour résection ou greffe du maxillaire ou de la mandibule (YYYY059),,,,,,,,
,,anesthésie,4,0,235.22,235.22,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
,,,,,,,,,,
07.02.06.07,,Fermeture de fistule buccale,,,,,,,,
,,"À l'exclusion de : fermeture de fistule bucconasale séquellaire d'une fente orofaciale (HASA002, HASA003)",,,,,,,,
,,,,,,,,,,
HASA018,,"Fermeture d'une communication buccosinusienne par lambeau de glissement vestibulojugal, par abord intrabuccal",1,0,146.30,146.30,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,68.85,68.85,,,1,ADA
,,"(GELE001, YYYY614)",,,,,,,,
HASA025,,"Fermeture d'une communication buccosinusienne par lambeau de transposition du corps adipeux de la joue, par abord intrabuccal",1,0,146.30,146.30,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,74.86,74.86,,,1,ADA
,,"(GELE001, YYYY614)",,,,,,,,
HASA013,,"Fermeture d'une communication buccosinusienne et/ou bucconasale par lambeau palatin, par abord intrabuccal",1,0,146.30,146.30,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,71.47,71.47,,,1,ADA
,,"(GELE001, YYYY614)",,,,,,,,
HASA009,,"Fermeture d'une communication buccosinusienne et/ou bucconasale par lambeau de muscle temporal, par abord intrabuccal et par abord facial",1,0,219.45,219.45,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,103.83,103.83,,,1,ADA
,,(GELE001),,,,,,,,
HASA012,,Fermeture d'orostome ou de pharyngostome,1,0,104.50,104.50,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,64.44,64.44,,,1,ADA
,,(GELE001),,,,,,,,
,,,,,,,,,,
07.02.06.08,,Réparation primaire d'une fente orofaciale,,,,,,,,
,,La réparation primaire unilatérale d'une fente labiale ou labio-maxillo-palatine bilatérale se code comme la réparation primaire d'une fente unilatérale.,,,,,,,,
,,,,,,,,,,
HASA021,,Fermeture d'une fente labiale supérieure médiane,1,0,367.07,265.57,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,108.93,108.93,,,1,ADA
,,(GELE001),,,,,,,,
HASA005,,Fermeture d'une fente labiale inférieure médiane,1,0,238.69,238.69,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,108.93,108.93,,,1,ADA
,,(GELE001),,,,,,,,
HASA015,,"Fermeture primaire unilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, sans réparation complète de la déformation nasale [Chéiloplastie primaire unilatérale pour fente labiale]",1,0,280.91,215.60,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,108.18,108.18,,,1,ADA
,,(GELE001),,,,,,,,
HASA023,,"Fermeture primaire unilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, avec réparation complète de la déformation nasale [Chéilorhinoplastie primaire unilatérale pour fente labiale]",1,0,354.76,302.32,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,168.31,168.31,,,1,ADA
,,(GELE001),,,,,,,,
HASA008,,"Fermeture primaire bilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, sans réparation complète de la déformation nasale [Chéiloplastie primaire bilatérale pour fente labiale]",1,0,443.09,335.99,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,142.42,142.42,,,1,ADA
,,(GELE001),,,,,,,,
HASA014,,"Fermeture primaire bilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, avec réparation complète de la déformation nasale [Chéilorhinoplastie primaire bilatérale pour fente labiale]",1,0,506.80,390.50,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,217.47,217.47,,,1,ADA
,,(GELE001),,,,,,,,
HASA019,,"Fermeture labiale primaire unilatérale d'une fente labio-alvéolo-maxillaire, sans correction complète de la déformation nasale [Chéiloplastie unilatérale pour fente labio-alvéolo-maxillaire]",1,0,286.07,286.07,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,223.56,223.56,,,1,ADA
,,(GELE001),,,,,,,,
HASA001,,"Fermeture labiale primaire unilatérale d'une fente labio-alvéolo-maxillaire, avec correction complète de la déformation nasale [Chéilorhinoplastie unilatérale pour fente labio-alvéolo-maxillaire]",1,0,427.16,353.09,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,258.18,258.18,,,1,ADA
,,(GELE001),,,,,,,,
HASA006,,"Fermeture labiale primaire bilatérale d'une fente labio-alvéolo-maxillaire, sans correction complète de la déformation nasale [Chéiloplastie bilatérale pour fente labio-alvéolo-maxillaire]",1,0,474.94,380.80,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,291.32,291.32,,,1,ADA
,,(GELE001),,,,,,,,
HASA020,,"Fermeture labiale primaire bilatérale d'une fente labio-alvéolo-maxillaire, avec correction complète de la déformation nasale [Chéilorhinoplastie bilatérale pour fente labio-alvéolo-maxillaire]",1,0,564.72,432.87,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,319.35,319.35,,,1,ADA
,,(GELE001),,,,,,,,
HAMA006,,Correction primaire unilatérale complète d'une fente labioalvéolaire ou labiomaxillaire,1,0,310.60,250.37,,,1,ADC
"[A, J, K, T, 3]",,Chéiloplastie et gingivopériostoplastie unilatérales [Chéilo-rhino-gingivo-périostoplastie unilatérale] pour fermeture d'une fente labioalvéolaire ou labiomaxillaire,,,,,,,,
,,anesthésie,4,0,149.64,149.64,,,1,ADA
,,"(GELE001, PAFA010, YYYY188)",,,,,,,,
HAMA017,,Correction primaire bilatérale complète d'une fente labioalvéolaire ou labiomaxillaire,1,0,314.04,314.04,,,1,ADC
"[A, J, K, T, 3]",,Chéiloplastie et gingivopériostoplastie bilatérales [Chéilo-rhino-gingivo-périostoplastie bilatérale] pour fermeture d'une fente labioalvéolaire ou labiomaxillaire,,,,,,,,
,,anesthésie,4,0,199.84,199.84,,,1,ADA
,,"(GELE001, PAFA010)",,,,,,,,
HACA001,,Adhésion labiale pour fente labio-maxillo-palatine unilatérale,1,0,162.90,147.15,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,136.30,136.30,,,1,ADA
,,(GELE001),,,,,,,,
HACA002,,Adhésion labiale pour fente labio-maxillo-palatine bilatérale,1,0,258.47,237.69,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,179.87,179.87,,,1,ADA
,,(GELE001),,,,,,,,
HASD006,,Fermeture primaire d'une fente du palais osseux [Uranoplastie pour fente orofaciale],1,0,254.85,235.59,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,150.77,150.77,,,1,ADA
,,"(GELE001, PAFA010, YYYY188)",,,,,,,,
HDSD002,,Fermeture primaire d'une fente vélaire [Staphylorraphie pour fente orofaciale],1,0,262.81,240.21,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,176.28,176.28,,,1,ADA
,,(GELE001),,,,,,,,
HASD007,,Fermeture primaire d'une fente palatovélaire [Uranostaphylorraphie pour fente orofaciale],1,0,341.73,285.98,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,187.17,187.17,,,1,ADA
,,"(GELE001, PAFA010, YYYY188)",,,,,,,,
HASA017,,"Fermeture unilatérale de la lèvre et du palais osseux d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-uranoplastie unilatérale pour fente orofaciale]",1,0,516.21,448.63,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,257.90,257.90,,,1,ADA
,,"(GELE001, PAFA010)",,,,,,,,
HASA004,,"Fermeture bilatérale de la lèvre et du palais osseux d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-uranoplastie bilatérale pour fente orofaciale]",1,0,537.19,537.19,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,320.77,320.77,,,1,ADA
,,"(GELE001, PAFA010)",,,,,,,,
HASA022,,"Fermeture unilatérale de la lèvre et du voile du palais d'une fente labio-maxillo-palatine, en un temps [Chéilorhinoplastie unilatérale avec staphylorraphie pour fente orofaciale]",1,0,519.11,450.31,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,258.91,258.91,,,1,ADA
,,(GELE001),,,,,,,,
HASA016,,"Fermeture bilatérale de la lèvre et du voile du palais d'une fente labio-maxillo-palatine, en un temps [Chéilorhinoplastie bilatérale avec staphylorraphie pour fente orofaciale]",1,0,656.67,538.87,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,325.22,325.22,,,1,ADA
,,(GELE001),,,,,,,,
HASA007,,"Fermeture unilatérale complète d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-urano-staphylorraphie unilatérale pour fente orofaciale]",1,0,546.62,466.27,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,266.54,266.54,,,1,ADA
,,"(GELE001, PAFA010)",,,,,,,,
HASA010,,"Fermeture bilatérale complète d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-urano-staphylorraphie bilatérale pour fente orofaciale]",1,0,684.18,554.83,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,334.59,334.59,,,1,ADA
,,"(GELE001, PAFA010)",,,,,,,,
,,,,,,,,,,
07.02.06.09,,Réparation secondaire d'une fente orofaciale,,,,,,,,
,,Facturation : cet acte ne peut être facturé qu'après un délai minimum de 6 mois après l'intervention principale,,,,,,,,
,,,,,,,,,,
HAMA012,,Plastie cutanéomuqueuse de symétrisation labiale pour séquelle d'une fente labio-maxillo-palatine,1,0,217.92,152.73,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,85.83,85.83,,,1,ADA
,,(GELE001),,,,,,,,
GAMA025,,Correction de séquelle narinaire d'une fente labio-maxillo-palatine unilatérale,1,0,214.30,194.52,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,75.98,75.98,,,1,ADA
,,(GELE001),,,,,,,,
GAMA026,,Correction de séquelle narinaire d'une fente labio-maxillo-palatine bilatérale,1,0,253.40,217.20,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,83.49,83.49,,,1,ADA
,,(GELE001),,,,,,,,
HAMA024,,Correction de séquelle labionarinaire d'une fente labio-maxillo-palatine unilatérale,1,0,341.73,303.54,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,125.40,125.40,,,1,ADA
,,(GELE001),,,,,,,,
HAMA025,,Correction de séquelle labionarinaire d'une fente labio-maxillo-palatine bilatérale,1,0,419.20,383.58,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,146.30,146.30,,,1,ADA
,,(GELE001),,,,,,,,
HAMA007,,"Reconstruction du philtrum par lambeau hétérolabial, pour séquelle d'une fente orofaciale",,,,,,,,
"[A, J, K, T, 7, 3]",,Phase 1 : réalisation du lambeau hétérolabial,1,1,300.62,262.13,,,1,ADC
,,anesthésie,4,1,94.37,94.37,,,1,ADA
,,Phase 2 : section du pédicule du lambeau hétérolabial,1,2,104.50,104.50,,,1,ADC
,,anesthésie,4,2,72.32,72.32,,,1,ADA
,,(GELE001),,,,,,,,
HASD002,,Fermeture secondaire unilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux,1,0,240.37,227.19,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,117.29,117.29,,,1,ADA
,,(GELE001),,,,,,,,
HASD004,,Fermeture secondaire bilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux,1,0,324.35,319.79,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,145.36,145.36,,,1,ADA
,,(GELE001),,,,,,,,
HASD005,,"Fermeture secondaire unilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux, avec autogreffe osseuse",1,0,301.18,297.58,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,141.26,141.26,,,1,ADA
,,(GELE001),,,,,,,,
HASD001,,"Fermeture secondaire bilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux, avec autogreffe osseuse",1,0,405.44,366.83,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,169.00,169.00,,,1,ADA
,,(GELE001),,,,,,,,
HASA002,,Fermeture d'une fistule bucconasale séquellaire d'une fente orofaciale par plastie locale,1,0,243.35,202.59,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,114.63,114.63,,,1,ADA
,,(GELE001),,,,,,,,
HASA003,,Fermeture d'une fistule bucconasale séquellaire d'une fente orofaciale par plastie locorégionale ou lambeau de langue,1,0,281.03,224.44,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,121.01,121.01,,,1,ADA
,,(GELE001),,,,,,,,
HDMA006,,Pharyngoplastie ou sphinctéroplastie pour correction de séquelle phonétique d'une fente palatine,1,0,313.50,313.50,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,147.61,147.61,,,1,ADA
,,(GELE001),,,,,,,,
LBPA028,,"Ostéotomie maxillaire de type Le Fort I pour séquelle d'une fente orofaciale, par abord intrabuccal",1,0,485.80,439.05,,,1,ADC
"[A, F, J, K, T, P, S, U, 7, 3]",,anesthésie,4,0,186.38,186.38,,,1,ADA
,,"(GELE001, HBDD007, HBDD008, HBDD014, LBLP001, PAFA010, YYYY188)",,,,,,,,
LBPA024,,"Ostéotomie d'un segment du maxillaire pour correction d'une malposition fragmentaire séquellaire d'une fente orofaciale, par abord intrabuccal",1,0,374.48,374.48,,,1,ADC
"[A, F, J, K, T, P, S, U, 7, 3]",,anesthésie,4,0,186.38,186.38,,,1,ADA
,,"(GELE001, HBDD007, HBDD008, HBDD014, LBLP001, PAFA010, YYYY188)",,,,,,,,
,,,,,,,,,,
07.02.06.10,,Autres actes thérapeutiques pour fente orofaciale,,,,,,,,
,,"La pose d'un appareillage personnalisé inclut sa conception, son adaptation et sa pose.",,,,,,,,
,,,,,,,,,,
GALP002,,"Pose préopératoire d'un appareillage orthopédique de correction d'une déformation nasale, pour fente orofaciale",1,0,268.80,268.80,,,1,ATM
HALD004,,Pose d'une plaque palatine non active [passive] pour fente orofaciale ou division palatine,1,0,48.00,48.00,,,1,ADM
HALD003,,Pose d'une plaque palatine active [orthopédique] pour fente orofaciale,1,0,48.00,48.00,,,1,ADM
,,,,,,,,,,
07.02.06.11,,Autres actes thérapeutiques sur la cavité orale,,,,,,,,
,,,,,,,,,,
HAJD003,,"Pansement intrabuccal sous anesthésie générale, dans les suites d'un acte sur la cavité orale",1,0,44.89,39.20,,,1,ASC
"[A, 3]",,anesthésie,4,0,61.44,61.44,,,1,ADA
,,(GELE001),,,,,,,,
LCGA002,,"Ablation de corps étranger projeté dans les tissus mous buccofaciaux, par abord intrabuccal",1,0,81.09,64.59,,,1,ASC
"[F, P, S, U]",,(ZZLP025),,,,,,,,
HASD003,,Hémostase secondaire à une électrocoagulation intrabuccale,1,0,49.96,37.04,,,1,ADM
"[F, P, S, U]",,À l'exclusion de : hémostase secondaire à une amygdalectomie ou une adénoïdectomie (FASD001),,,,,,,,
,,(ZZLP025),,,,,,,,
HBSD001,,Hémostase gingivoalvéolaire secondaire à une avulsion dentaire,1,0,24.62,22.34,,,1,ADM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
LBLD012,,Pose de dispositif intrabuccal d'expansion tissulaire pour rehaussement de crête alvéolaire,1,0,Non pris en charge,Non pris en charge,,,1,ADM
HALD001,,Pose de dispositif intrabuccal d'expansion labiojugale,1,0,153.60,153.60,,,1,ADM
,,(ZZLP025),,,,,,,,
HALD005,,Pose d'une prothèse intrabuccale pour perte de substance du palais dur et du palais mou,1,0,192.00,192.00,,,1,ADM
,,(ZZLP025),,,,,,,,
HALD002,,Pose d'un appareillage antiautomorsure,1,0,Non pris en charge,Non pris en charge,,,1,ADM
,,,,,,,,,,
07.02.07,,Actes thérapeutiques sur les glandes salivaires,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
07.02.07.01,,Cathétérisme et dilatation de conduit salivaire,,,,,,,,
,,La dilatation de sténose de conduit salivaire par endoscopie inclut la papillotomie et/ou la marsupialisation de la papille,,,,,,,,
,,,,,,,,,,
HCLD001,,Cathétérisme de canal salivaire sans sialographie,1,0,44.75,38.05,,,1,ATM
,,,,,,,,,,
HCAE201,,Dilatation de sténose du conduit d'une glande salivaire par endoscopie [sialendoscopie] ,1,0,107.55,107.55,,,1,ATM
"[A,7, 3]",,Avec ou sans : utilisation de cathéter à ballonnet,,,,,,,,
